Depot,Fleet Number,Vehicle Registration Number,Vehicle Make,Vehicle Model,Vehicle Operator,is AC?,Service Type,Registration Date,Status
Tambaram Depot,K0599,TN01AN4942,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0595,TN01AN4977,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Poonamallee Depot,K0556,TN01AN5011,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Poonamallee Depot,K0555,TN01AN5002,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0723,TN01AN4970,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0724,TN01AN4955,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0554,TN01AN4960,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0720,TN01AN4946,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0718,TN01AN4983,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0717,TN01AN4950,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0716,TN01AN4980,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0715,TN01AN4986,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0714,TN01AN5026,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0551,TN01AN4951,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0548,TN01AN4945,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0549,TN01AN4941,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0543,TN01AN4956,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0547,TN01AN4939,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0545,TN01AN4932,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0546,TN01AN4987,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0712,TN01AN4999,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0711,TN01AN5025,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0544,TN01AN4943,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0538,TN01AN4971,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0539,TN01AN4998,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0542,TN01AN5006,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0704,TN01AN4995,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0706,TN01AN5028,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Annanagar Depot,K0708,TN01AN5015,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Annanagar Depot,K0710,TN01AN4947,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0705,TN01AN5009,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Annanagar Depot,K0709,TN01AN4984,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0707,TN01AN5004,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0541,TN01AN4989,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0537,TN01AN4957,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0703,TN01AN4889,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0701,TN01AN4834,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0700,TN01AN4930,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0536,TN01AN4887,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0698,TN01AN4861,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0697,TN01AN4896,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0699,TN01AN4837,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0532,TN01AN4907,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0531,TN01AN4891,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0530,TN01AN4890,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0533,TN01AN4888,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0534,TN01AN4840,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0535,TN01AN4902,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0689,TN01AN4894,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0692,TN01AN4876,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0690,TN01AN4911,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0687,TN01AN4916,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Thiruvanmiyur Depot,K0071,TN01AN4117,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Ayanavaram Depot,K0027,TN01AN4051,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Ayanavaram Depot,K0026,TN01AN4039,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Thiruvanmiyur Depot,K0088,TN01AN4044,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Central Depot,K0688,TN01AN4831,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0525,TN01AN4917,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0523,TN01AN4923,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0524,TN01AN4871,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0528,TN01AN4862,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ayanavaram Depot,K0028,TN01AN3957,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Kilambakkam Depot,K0527,TN01AN4919,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0529,TN01AN4844,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0695,TN01AN4906,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0696,TN01AN4847,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0694,TN01AN4854,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0521,TN01AN4883,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0520,TN01AN4918,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0517,TN01AN4870,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0519,TN01AN4914,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0681,TN01AN4909,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0679,TN01AN4898,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0680,TN01AN4860,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0678,TN01AN4873,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0677,TN01AN4875,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0676,TN01AN4905,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0683,TN01AN4882,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0685,TN01AN4853,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0684,TN01AN4863,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0686,TN01AN4926,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0516,TN01AN4864,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0669,TN01AN4921,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0670,TN01AN4881,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0671,TN01AN4928,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0672,TN01AN4920,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0673,TN01AN4892,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0674,TN01AN4912,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Central Depot,K0675,TN01AN4845,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0514,TN01AN4775,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0513,TN01AN4770,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Alandur Depot,K0512,TN01AN4774,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0511,TN01AN4815,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0510,TN01AN4767,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0508,TN01AN4825,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0509,TN01AN4818,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0507,TN01AN4759,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0659,TN01AN4822,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0665,TN01AN4754,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0661,TN01AN4746,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0662,TN01AN4793,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ambathur Depot,K0660,TN01AN4773,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0505,TN01AN4731,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Madhavaram Depot,K0503,TN01AN4800,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0666,TN01AN4783,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0638,TN01AN4737,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Padiyanallur Depot,K0094,TN01AN4057,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Kilambakkam Depot,K0093,TN01AN4084,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Tambaram Depot,K0170,TN01AN4134,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0192,TN01AN4455,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Saidapet Depot,K0171,TN01AN4182,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Annanagar Depot,K0172,TN01AN4217,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0176,TN01AN4171,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0082,TN01AN4542,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Tambaram Depot,K0080,TN01AN4563,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Kilambakkam Depot,K0158,TN01AN4451,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Adyar Depot,K0379,TN01AN4569,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0175,TN01AN4146,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Tambaram Depot,K0166,TN01AN4201,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Annanagar Depot,K0191,TN01AN4268,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Ayanavaram Depot,K0059,TN01AN4093,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Ayanavaram Depot,K0092,TN01AN4129,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Avadi Depot,K0090,TN01AN4063,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Ayanavaram Depot,K0089,TN01AN4128,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Annanagar Depot,K0189,TN01AN4257,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Saidapet Depot,K0177,TN01AN4155,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Thiruvanmiyur Depot,K0008,TN01AN4115,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Thiruvanmiyur Depot,K0010,TN01AN4097,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Saidapet Depot,K0064,TN01AN4065,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Annanagar Depot,K0186,TN01AN4448,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K0183,TN01AN4500,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Saidapet Depot,K0062,TN01AN4123,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Tambaram Depot,K0020,TN01AN4068,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Saidapet Depot,K0061,TN01AN4052,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Padiyanallur Depot,K0086,TN01AN4095,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Padiyanallur Depot,K0048,TN01AN4108,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Padiyanallur Depot,K0050,TN01AN4096,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Padiyanallur Depot,K0051,TN01AN4075,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Padiyanallur Depot,K0096,TN01AN4110,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Madhavaram Depot,K0314,TN01AN4846,Ashok Leyland,BS-6,MTC,No,Ordinary,25-10-2024,Active
Vadapalani Depot,K0230,TN01AN4457,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0227,TN01AN4433,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0358,TN01AN4556,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0357,TN01AN4546,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0609,TN01AN4979,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0406,TN01AN4656,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0221,TN01AN4461,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0343,TN01AN4506,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0225,TN01AN4486,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0226,TN01AN4529,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0188,TN01AN4483,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0079,TN01AN4087,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0388,TN01AN4710,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0417,TN01AN4681,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0021,TN01AN4082,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0396,TN01AN4667,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0349,TN01AN4606,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0356,TN01AN4593,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0350,TN01AN4550,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0347,TN01AN4547,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0182,TN01AN4306,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0181,TN01AN4266,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0022,TN01AN3933,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0642,TN01AN4792,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0643,TN01AN4790,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0025,TN01AN4056,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0644,TN01AN4801,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0067,TN01AN4118,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0374,TN01AN4677,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0407,TN01AN4723,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0083,TN01AN4106,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0387,TN01AN4559,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0180,TN01AN4326,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K0656,TN01AN4762,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0721,TN01AN4934,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0722,TN01AN4978,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Perambur Depot,K0179,TN01AN4316,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,J1397,TN01AN2862,Ashok Leyland,BS-4,MTC,No,Deluxe,11-07-2019,Active
Vadapalani Depot,J1126,TN01AN2350,Ashok Leyland,BS-4,MTC,No,Deluxe,20-05-2019,Active
Vadapalani Depot,J1110,TN01AN2277,Ashok Leyland,BS-4,MTC,No,Deluxe,09-05-2019,Active
Vadapalani Depot,J1067,TN01AN2118,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Vadapalani Depot,J0980,TN01AN1998,Ashok Leyland,BS-4,MTC,No,Deluxe,17-03-2019,Active
Vadapalani Depot,J0153,TN01AN0240,Ashok Leyland,BS-4,MTC,No,Express,17-06-2012,Active
Vadapalani Depot,J0120,TN01AN0218,Ashok Leyland,BS-4,MTC,No,Express,17-06-2012,Active
Vadapalani Depot,J0090,TN01N9972,Ashok Leyland,BS-4,MTC,No,Express,30-03-2012,Active
Vadapalani Depot,J0080,TN01N9951,Ashok Leyland,BS-4,MTC,No,Express,29-03-2012,Active
Vadapalani Depot,I3331,TN01N9645,Ashok Leyland,BS-4,MTC,No,Ordinary,02-05-2011,Active
Thiruvanmiyur Depot,J1155,TN01AN2064,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Thiruvanmiyur Depot,J1079,TN01AN2188,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Thiruvanmiyur Depot,J1078,TN01AN2196,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Thiruvanmiyur Depot,J1077,TN01AN2191,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Thiruvanmiyur Depot,J1074,TN01AN2202,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Tambaram Depot,J0867,TN01AN1594,Ashok Leyland,BS-4,MTC,No,Ordinary,07-09-2016,Active
Tambaram Depot,J0234,TN01AN0573,Ashok Leyland,BS-4,MTC,No,Express,21-11-2012,Active
Tambaram Depot,I2906,TN01N8716,Ashok Leyland,BS-3,MTC,No,Ordinary,03-02-2010,Active
Saidapet Depot,J2073,TN01AN4012,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Saidapet Depot,J1082,TN01AN2062,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Poonamallee Depot,J0504,TN01AN1261,Tata,BS-4,MTC,No,Ordinary,05-02-2016,Active
Poonamallee Depot,J0503,TN01AN1307,Tata,BS-4,MTC,No,Ordinary,05-02-2016,Active
Poonamallee Depot,J0502,TN01AN1292,Tata,BS-4,MTC,No,Ordinary,05-02-2016,Active
Poonamallee Depot,J0463,TN01AN1172,Tata,BS-4,MTC,No,Ordinary,09-10-2015,Active
Poonamallee Depot,J0462,TN01AN1181,Tata,BS-4,MTC,No,Ordinary,09-10-2015,Active
Perambur Depot,I3399,TN01N9794,Ashok Leyland,BS-4,MTC,No,Ordinary,05-09-2011,Active
Padiyanallur Depot,J2067,TN01AN3805,Ashok Leyland,BS-4,MTC,No,Deluxe,11-03-2020,Active
Padiyanallur Depot,J2033,TN01AN3897,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Padiyanallur Depot,J2032,TN01AN3890,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Padiyanallur Depot,J1931,TN01AN3831,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Padiyanallur Depot,J1929,TN01AN3916,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Padiyanallur Depot,J1928,TN01AN3834,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Padiyanallur Depot,J1868,TN01AN3649,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Padiyanallur Depot,J1796,TN01AN3641,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Padiyanallur Depot,J1775,TN01AN3588,Ashok Leyland,BS-4,MTC,No,Deluxe,06-02-2020,Active
Padiyanallur Depot,J1766,TN01AN3447,Ashok Leyland,BS-4,MTC,No,Deluxe,02-02-2020,Active
Padiyanallur Depot,J1385,TN01AN2993,Ashok Leyland,BS-4,MTC,No,Deluxe,18-07-2019,Active
Padiyanallur Depot,J1327,TN01AN2461,Ashok Leyland,BS-4,MTC,No,Deluxe,19-06-2019,Active
Padiyanallur Depot,J1134,TN01AN2066,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Padiyanallur Depot,J0192,TN01AN0507,Ashok Leyland,BS-4,MTC,No,Ordinary,04-09-2012,Active
Padiyanallur Depot,J0149,TN01AN0158,Ashok Leyland,BS-4,MTC,No,Ordinary,17-06-2012,Active
Madhavaram Depot,J1031,TN01AN1968,Ashok Leyland,BS-4,MTC,No,Deluxe,07-04-2019,Active
Madhavaram Depot,I3318,TN01N9625,Ashok Leyland,BS-4,MTC,No,Ordinary,31-03-2011,Active
Madhavaram Depot,I3310,TN01N9623,Ashok Leyland,BS-4,MTC,No,Ordinary,31-03-2011,Active
Madhavaram Depot,I2931,TN01N8865,Ashok Leyland,BS-3,MTC,No,Ordinary,02-03-2010,Active
Kilambakkam Depot,J2087,TN01AN3981,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Kilambakkam Depot,J1744,TN01AN3517,Ashok Leyland,BS-4,MTC,Yes,AC,19-01-2020,Active
Kilambakkam Depot,J1734,TN01AN3502,Ashok Leyland,BS-4,MTC,Yes,AC,27-01-2020,Active
Kilambakkam Depot,J1732,TN01AN3486,Ashok Leyland,BS-4,MTC,Yes,AC,27-01-2020,Active
Kilambakkam Depot,J1731,TN01AN3407,Ashok Leyland,BS-4,MTC,Yes,AC,12-01-2020,Active
Kilambakkam Depot,J1728,TN01AN3615,Ashok Leyland,BS-4,MTC,Yes,AC,09-02-2020,Active
Kilambakkam Depot,J1586,TN01AN3009,Ashok Leyland,BS-4,MTC,No,Deluxe,07-08-2019,Active
Kilambakkam Depot,J1485,TN01AN2819,Ashok Leyland,BS-4,MTC,No,Deluxe,02-07-2019,Active
Kilambakkam Depot,J1477,TN01AN2661,Ashok Leyland,BS-4,MTC,No,Deluxe,27-06-2019,Active
Kilambakkam Depot,J1470,TN01AN2719,Ashok Leyland,BS-4,MTC,No,Deluxe,27-06-2019,Active
Kilambakkam Depot,J1289,TN01AN2472,Ashok Leyland,BS-4,MTC,No,Deluxe,19-06-2019,Active
Kilambakkam Depot,J1215,TN01AN2119,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Kilambakkam Depot,J1199,TN01AN2122,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Kilambakkam Depot,J1175,TN01AN2143,Ashok Leyland,BS-4,MTC,No,Deluxe,06-05-2019,Active
Kilambakkam Depot,J1164,TN01AN2194,Ashok Leyland,BS-4,MTC,No,Deluxe,02-05-2019,Active
Kilambakkam Depot,J1146,TN01AN2089,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Kilambakkam Depot,J1142,TN01AN2103,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Kilambakkam Depot,J1043,TN01AN2124,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Kannagi Nagar Depot,J0916,TN01AN1910,Ashok Leyland,BS-4,MTC,No,Deluxe,03-01-2019,Active
Kalaignar Nagar Depot,J1705,TN01AN3252,Tata,BS-4,MTC,No,Deluxe,01-12-2019,Active
Iyyappanthangal Depot,J1860,TN01AN3661,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Iyyappanthangal Depot,J1084,TN01AN2031,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Iyyappanthangal Depot,J0196,TN01AN0532,Ashok Leyland,BS-4,MTC,No,Ordinary,10-09-2012,Active
Iyyappanthangal Depot,J0165,TN01AN0496,Ashok Leyland,BS-4,MTC,No,Ordinary,04-09-2012,Active
Ennore Depot,I2948,TN01N9128,Ashok Leyland,BS-3,MTC,No,Ordinary,18-03-2010,Active
Ennore Depot,I2921,TN01N8779,Ashok Leyland,BS-3,MTC,No,Ordinary,19-02-2010,Active
Chromepet-2 Depot,J2050,TN01AN3945,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Chromepet-2 Depot,J2049,TN01AN4015,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Chromepet-2 Depot,J2045,TN01AN3971,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
