Depot,Fleet Number,Vehicle Registration Number,Vehicle Make,Vehicle Model,Vehicle Operator,is AC?,Service Type,Registration Date,Status
Saidapet Depot,J0275,TN01AN0729,Tata,BS-4,MTC,No,Express,21-10-2013,Active
Semmenchery Depot,J0072,TN01N9964,Ashok Leyland,BS-4,MTC,No,Ordinary,29-03-2012,Active
Semmenchery Depot,J0071,TN01N9956,Ashok Leyland,BS-4,MTC,No,Ordinary,29-03-2012,Active
Ambathur Depot,J0651,TN01AN1315,Tata,BS-4,MTC,No,Small Bus (Ordinary),07-02-2016,Active
Ambathur Depot,J0311,TN01AN0768,Tata,BS-4,MTC,No,Small Bus (Ordinary),18-02-2014,Active
Ambathur Depot,J0257,TN01AN0696,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Adambakkam Depot,J0223,TN01AN0560,Ashok Leyland,BS-4,MTC,No,Ordinary,21-11-2012,Active
Adambakkam Depot,J0237,TN01AN0625,Ashok Leyland,BS-4,MTC,No,Ordinary,14-06-2013,Active
Poonamallee Depot,J1689,TN01AN3286,Tata,BS-4,MTC,No,Deluxe,31-10-2019,Active
Poonamallee Depot,J1688,TN01AN3305,Tata,BS-4,MTC,No,Deluxe,31-10-2019,Active
Poonamallee Depot,J1681,TN01AN3304,Tata,BS-4,MTC,No,Deluxe,31-10-2019,Active
Vadapalani Depot,J0288,TN01AN0700,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Vadapalani Depot,J0696,TN01AN1400,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Vadapalani Depot,J0688,TN01AN1364,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Vadapalani Depot,J0319,TN01AN0778,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Vadapalani Depot,J0648,TN01AN1285,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Vadapalani Depot,J0286,TN01AN0688,Tata,BS-4,MTC,No,Small Bus (Express),21-10-2013,Active
Vadapalani Depot,J0642,TN01AN1255,Tata,BS-4,MTC,No,Small Bus (Express),05-02-2016,Active
Vadapalani Depot,J0689,TN01AN1360,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Poonamallee Depot,J1716,TN01AN3341,Tata,BS-4,MTC,No,Deluxe,01-01-2020,Active
Poonamallee Depot,J1714,TN01AN3334,Tata,BS-4,MTC,No,Deluxe,01-01-2020,Active
Poonamallee Depot,J1713,TN01AN3335,Tata,BS-4,MTC,No,Deluxe,01-01-2020,Active
Poonamallee Depot,J1699,TN01AN3313,Tata,BS-4,MTC,No,Deluxe,08-12-2019,Active
Poonamallee Depot,J1698,TN01AN3404,Tata,BS-4,MTC,No,Deluxe,09-12-2019,Active
Poonamallee Depot,J1693,TN01AN3424,Tata,BS-4,MTC,No,Deluxe,09-12-2019,Active
Tondiarpet-1 Depot,J0337,TN01AN0744,Tata,BS-4,MTC,No,Small Bus (Express),18-02-2014,Active
Adambakkam Depot,K1250,TN01AN5695,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Adambakkam Depot,J0305,TN01AN0752,Tata,BS-4,MTC,No,Express,18-02-2014,Active
Adambakkam Depot,K1233,TN01AN5635,Ashok Leyland,BS-4,MTC,No,Ordinary,N/A,Active
Adambakkam Depot,K1232,TN01AN5634,Ashok Leyland,BS-4,MTC,No,Ordinary,N/A,Active
Kalaignar Nagar Depot,K1189,TN01AN5632,Ashok Leyland,BS-4,MTC,No,Deluxe,N/A,Active
Kundrathur Depot,I3386,TN01N9706,Ashok Leyland,BS-4,MTC,No,Ordinary,08-08-2011,Active
Iyyappanthangal Depot,J0277,TN01AN0704,Tata,BS-4,MTC,No,Express,21-10-2013,Active
Iyyappanthangal Depot,J0278,TN01AN0727,Tata,BS-4,MTC,No,Express,21-10-2013,Active
Iyyappanthangal Depot,J0281,TN01AN0720,Tata,BS-4,MTC,No,Express,21-10-2013,Active
Iyyappanthangal Depot,I1399,TN01N5689,Ashok Leyland,BS-3,MTC,No,Ordinary,11-01-2008,Active
Iyyappanthangal Depot,I1394,TN01N5683,Ashok Leyland,BS-3,MTC,No,Ordinary,11-01-2008,Active
Iyyappanthangal Depot,I1391,TN01N5685,Ashok Leyland,BS-3,MTC,No,Ordinary,11-01-2008,Active
Iyyappanthangal Depot,I1313,TN01N5479,Ashok Leyland,BS-3,MTC,No,Ordinary,31-12-2007,Active
Iyyappanthangal Depot,I3055,TN01N9115,Ashok Leyland,BS-3,MTC,No,Ordinary,17-03-2010,Active
Iyyappanthangal Depot,I3054,TN01N9114,Ashok Leyland,BS-3,MTC,No,Ordinary,17-03-2010,Active
Iyyappanthangal Depot,I3053,TN01N9074,Ashok Leyland,BS-3,MTC,No,Ordinary,17-03-2010,Active
Iyyappanthangal Depot,I3052,TN01N9069,Ashok Leyland,BS-3,MTC,No,Ordinary,17-03-2010,Active
Iyyappanthangal Depot,I2561,TN01N9199,Ashok Leyland,BS-3,MTC,No,Ordinary,22-03-2010,Active
Iyyappanthangal Depot,I2560,TN01N8995,Ashok Leyland,BS-3,MTC,No,Ordinary,17-03-2010,Active
Iyyappanthangal Depot,I2494,TN01N8325,Ashok Leyland,BS-3,MTC,No,Ordinary,19-10-2009,Active
Iyyappanthangal Depot,I2473,TN01N8460,Ashok Leyland,BS-3,MTC,No,Ordinary,13-11-2009,Active
Iyyappanthangal Depot,I2470,TN01N8415,Ashok Leyland,BS-3,MTC,No,Ordinary,30-10-2009,Active
Iyyappanthangal Depot,I2461,TN01N8494,Ashok Leyland,BS-3,MTC,No,Ordinary,13-11-2009,Active
Iyyappanthangal Depot,I2457,TN01N8469,Ashok Leyland,BS-3,MTC,No,Ordinary,13-11-2009,Active
Iyyappanthangal Depot,I2447,TN01N8559,Ashok Leyland,BS-3,MTC,No,Ordinary,03-12-2009,Active
Iyyappanthangal Depot,I2433,TN01N8509,Ashok Leyland,BS-3,MTC,No,Ordinary,13-11-2009,Active
Iyyappanthangal Depot,I2428,TN01N8403,Ashok Leyland,BS-3,MTC,No,Ordinary,20-10-2009,Active
Iyyappanthangal Depot,I2425,TN01N8358,Ashok Leyland,BS-3,MTC,No,Ordinary,19-10-2009,Active
Iyyappanthangal Depot,I2418,TN01N8329,Ashok Leyland,BS-3,MTC,No,Ordinary,19-10-2009,Active
Iyyappanthangal Depot,I2406,TN01N8615,Ashok Leyland,BS-3,MTC,No,Ordinary,15-12-2009,Active
Iyyappanthangal Depot,I2405,TN01N8624,Ashok Leyland,BS-3,MTC,No,Ordinary,15-12-2009,Active
Iyyappanthangal Depot,I2321,TN01N8384,Ashok Leyland,BS-3,MTC,No,Ordinary,20-10-2009,Active
Iyyappanthangal Depot,I2320,TN01N8228,Ashok Leyland,BS-3,MTC,No,Ordinary,05-10-2009,Active
Iyyappanthangal Depot,I1997,TN01N8100,Ashok Leyland,BS-3,MTC,No,Ordinary,12-12-2008,Active
Iyyappanthangal Depot,I1606,TN01N5968,Ashok Leyland,BS-3,MTC,No,Ordinary,30-07-2008,Active
Iyyappanthangal Depot,I1476,TN01N5838,Ashok Leyland,BS-3,MTC,No,Ordinary,29-02-2008,Active
Iyyappanthangal Depot,I1981,TN01N8038,Ashok Leyland,BS-3,MTC,No,Ordinary,01-12-2008,Active
Iyyappanthangal Depot,I1020,TN01N5284,Ashok Leyland,BS-3,MTC,No,Ordinary,28-12-2007,Active
Iyyappanthangal Depot,I1064,TN01N5275,Ashok Leyland,BS-3,MTC,No,Ordinary,28-12-2007,Active
Iyyappanthangal Depot,I1310,TN01N5505,Ashok Leyland,BS-3,MTC,No,Ordinary,31-12-2007,Active
Iyyappanthangal Depot,I2042,TN01N8106,Ashok Leyland,BS-3,MTC,No,Ordinary,15-12-2008,Active
Iyyappanthangal Depot,I1980,TN01N8041,Ashok Leyland,BS-3,MTC,No,Ordinary,01-12-2008,Active
Iyyappanthangal Depot,I2927,TN01N8857,Ashok Leyland,BS-3,MTC,No,Ordinary,01-03-2010,Active
Iyyappanthangal Depot,I0538,TN01N4609,Ashok Leyland,BS-3,MTC,No,Ordinary,03-08-2007,Active
Iyyappanthangal Depot,I1972,TN01N7902,Ashok Leyland,BS-3,MTC,No,Ordinary,12-11-2008,Active
Iyyappanthangal Depot,I1998,TN01N8111,Ashok Leyland,BS-3,MTC,No,Ordinary,16-12-2008,Active
Iyyappanthangal Depot,I0989,TN01N5366,Ashok Leyland,BS-3,MTC,No,Ordinary,28-12-2007,Active
Iyyappanthangal Depot,I0903,TN01N5053,Ashok Leyland,BS-3,MTC,No,Ordinary,01-11-2007,Active
Iyyappanthangal Depot,I0910,TN01N5297,Ashok Leyland,BS-3,MTC,No,Ordinary,28-12-2007,Active
Iyyappanthangal Depot,I0927,TN01N5358,Ashok Leyland,BS-3,MTC,No,Ordinary,28-12-2007,Active
Iyyappanthangal Depot,I0712,TN01N4703,Ashok Leyland,BS-3,MTC,No,Ordinary,03-09-2007,Active
Iyyappanthangal Depot,I0715,TN01N4747,Ashok Leyland,BS-3,MTC,No,Ordinary,03-09-2007,Active
Iyyappanthangal Depot,I0713,TN01N4744,Ashok Leyland,BS-3,MTC,No,Ordinary,03-09-2007,Active
Iyyappanthangal Depot,I0711,TN01N4678,Ashok Leyland,BS-3,MTC,No,Ordinary,20-08-2007,Active
Iyyappanthangal Depot,I0708,TN01N4681,Ashok Leyland,BS-3,MTC,No,Ordinary,20-08-2007,Active
Iyyappanthangal Depot,I0537,TN01N4594,Ashok Leyland,BS-3,MTC,No,Ordinary,01-08-2007,Active
Iyyappanthangal Depot,I0739,TN01N4817,Ashok Leyland,BS-3,MTC,No,Ordinary,10-09-2007,Active
Iyyappanthangal Depot,I0904,TN01N5043,Ashok Leyland,BS-3,MTC,No,Ordinary,01-11-2007,Active
Iyyappanthangal Depot,I0781,TN01N4992,Ashok Leyland,BS-3,MTC,No,Ordinary,12-10-2007,Active
Iyyappanthangal Depot,I1412,TN01N5734,Ashok Leyland,BS-3,MTC,No,Ordinary,21-01-2008,Active
Iyyappanthangal Depot,I0720,TN01N4725,Ashok Leyland,BS-3,MTC,No,Ordinary,03-09-2007,Active
Iyyappanthangal Depot,I0536,TN01N4588,Ashok Leyland,BS-3,MTC,No,Ordinary,01-08-2007,Active
Avadi Depot,K1046,TN01AN5401,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Avadi Depot,J0963,TN01AN1917,Ashok Leyland,BS-4,MTC,No,Ordinary,11-02-2019,Active
Kalaignar Nagar Depot,K1178,TN01AN5711,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Adambakkam Depot,K1242,TN01AN5666,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Madhavaram Depot,K1208,TN01AN5677,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Adambakkam Depot,K1244,TN01AN5674,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Vadapalani Depot,K1226,TN01AN5683,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1183,TN01AN5672,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Ennore Depot,K1227,TN01AN5680,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Ambathur Depot,K1224,TN01AN5679,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Iyyappanthangal Depot,K1228,TN01AN5657,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1177,TN01AN5684,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Kalaignar Nagar Depot,K1191,TN01AN5664,Ashok Leyland,BS-6,MTC,No,Deluxe,21-11-2025,Active
Kalaignar Nagar Depot,K1190,TN01AN5639,Ashok Leyland,BS-6,MTC,No,Deluxe,21-11-2025,Active
Annanagar Depot,K1229,TN01AN5697,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Adambakkam Depot,K1207,TN01AN5720,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1184,TN01AN5715,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Kalaignar Nagar Depot,K1186,TN01AN5653,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Adambakkam Depot,K1231,TN01AN5719,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Adambakkam Depot,K1234,TN01AN5691,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1192,TN01AN5650,Ashok Leyland,BS-6,MTC,No,Deluxe,21-11-2025,Active
Ayanavaram Depot,K1209,TN01AN5640,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1180,TN01AN5702,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Adambakkam Depot,K1235,TN01AN5648,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1181,TN01AN5729,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Madhavaram Depot,K1211,TN01AN5726,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Annanagar Depot,K1210,TN01AN5670,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1188,TN01AN5638,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Iyyappanthangal Depot,K1212,TN01AN5693,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Ayanavaram Depot,K1215,TN01AN5645,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Ambathur Depot,K1238,TN01AN5699,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1179,TN01AN5703,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Kalaignar Nagar Depot,K1185,TN01AN5694,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Tondiarpet-1 Depot,K1221,TN01AN5721,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Ambathur Depot,K1205,TN01AN5716,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Ennore Depot,K1219,TN01AN5656,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Adambakkam Depot,K1216,TN01AN5724,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Tondiarpet-1 Depot,K1225,TN01AN5665,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Avadi Depot,K1206,TN01AN5692,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1187,TN01AN5652,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Ambathur Depot,K1236,TN01AN5663,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Avadi Depot,K1204,TN01AN5655,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Kalaignar Nagar Depot,K1182,TN01AN5707,Ashok Leyland,BS-6,MTC,No,Deluxe,17-11-2025,Active
Annanagar Depot,K1223,TN01AN5682,Ashok Leyland,BS-6,MTC,No,Ordinary,21-11-2025,Active
Vadapalani Depot,K1176,TN01AN5728,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kalaignar Nagar Depot,J1615,TN01AN3100,Tata,BS-4,MTC,No,Deluxe,24-09-2019,Active
Ennore Depot,J1378,TN01AN2872,Ashok Leyland,BS-4,MTC,No,Deluxe,11-07-2019,Active
Tambaram Depot,J1483,TN01AN2748,Ashok Leyland,BS-4,MTC,No,Deluxe,02-07-2019,Active
Madhavaram Depot,J1355,TN01AN2686,Ashok Leyland,BS-4,MTC,No,Deluxe,25-06-2019,Active
Padiyanallur Depot,J1351,TN01AN2714,Ashok Leyland,BS-4,MTC,No,Deluxe,25-06-2019,Active
Annanagar Depot,J0781,TN01AN1521,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2016,Active
Avadi Depot,J0299,TN01AN0697,Tata,BS-4,MTC,No,Small Bus,21-10-2013,Active
Perambur Depot,K1220,TN01AN5668,Ashok Leyland,BS-6,MTC,No,Ordinary,24-11-2025,Active
Perambur Depot,K1218,TN01AN5675,Ashok Leyland,BS-6,MTC,No,Ordinary,24-11-2025,Active
Perambur Depot,K1217,TN01AN5713,Ashok Leyland,BS-6,MTC,No,Ordinary,24-11-2025,Active
Perambur Depot,K1213,TN01AN5658,Ashok Leyland,BS-6,MTC,No,Ordinary,24-11-2025,Active
Chromepet-1 Depot,J1190,TN01AN2307,Ashok Leyland,BS-4,MTC,No,Deluxe,13-05-2019,Active
Chromepet-1 Depot,I1452,TN01N5809,Ashok Leyland,BS-3,MTC,No,Ordinary,14-02-2008,Active
Chromepet-1 Depot,J1051,TN01AN2067,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Chromepet-1 Depot,J1287,TN01AN2612,Ashok Leyland,BS-4,MTC,No,Deluxe,23-06-2019,Active
Chromepet-1 Depot,K1118,TN01AN5558,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Saidapet Depot,K1160,TN01AN5643,Ashok Leyland,BS-6,MTC,No,Deluxe,12-11-2025,Active
Saidapet Depot,K1158,TN01AN5686,Ashok Leyland,BS-6,MTC,No,Deluxe,12-11-2025,Active
Saidapet Depot,K1159,TN01AN5662,Ashok Leyland,BS-6,MTC,No,Deluxe,12-11-2025,Active
Saidapet Depot,K1150,TN01AN5722,Ashok Leyland,BS-6,MTC,No,Deluxe,12-11-2025,Active
Saidapet Depot,K1149,TN01AN5690,Ashok Leyland,BS-6,MTC,No,Deluxe,12-11-2025,Active
Ambathur Depot,J1780,TN01AN3579,Ashok Leyland,BS-4,MTC,No,Deluxe,06-02-2020,Active
Thiruvanmiyur Depot,J1149,TN01AN2044,Ashok Leyland,BS-4,MTC,No,Deluxe,01-05-2019,Active
Thiruvanmiyur Depot,J2074,TN01AN3790,Ashok Leyland,BS-4,MTC,No,Deluxe,12-03-2020,Active
Iyyappanthangal Depot,K0047,TN01AN4072,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,J1359,TN01AN2631,Ashok Leyland,BS-4,MTC,No,Deluxe,27-06-2019,Active
Iyyappanthangal Depot,J1098,TN01AN2167,Ashok Leyland,BS-4,MTC,No,Ordinary,06-05-2019,Active
Iyyappanthangal Depot,K0046,TN01AN4077,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0001,TN01AN3998,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0002,TN01AN3982,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0006,TN01AN4017,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0018,TN01AN4064,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0032,TN01AN3993,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0016,TN01AN4050,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0007,TN01AN4059,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0054,TN01AN4042,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0037,TN01AN4048,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0036,TN01AN4079,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0105,TN01AN4227,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0031,TN01AN3960,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Central Depot,K1133,TN01AN5627,Ashok Leyland,BS-4,MTC,No,Ordinary,N/A,Active
Kilambakkam Depot,K1172,TN01AN5631,Ashok Leyland,BS-4,MTC,No,Ordinary,N/A,Active
Annanagar Depot,J0884,TN01AN1616,Ashok Leyland,BS-4,MTC,No,Deluxe,07-09-2016,Active
Basinbridge Depot,J1241,TN01AN2327,Ashok Leyland,BS-4,MTC,No,Deluxe,06-05-2019,Active
Basinbridge Depot,J1112,TN01AN2270,Ashok Leyland,BS-4,MTC,No,Deluxe,09-05-2019,Active
Avadi Depot,J1004,TN01AN1962,Ashok Leyland,BS-4,MTC,No,Deluxe,03-03-2019,Active
Avadi Depot,J1354,TN01AN2700,Ashok Leyland,BS-4,MTC,No,Deluxe,25-06-2019,Active
Chromepet-2 Depot,J1424,TN01AN2711,Ashok Leyland,BS-4,MTC,No,Ordinary,27-06-2019,Active
Chromepet-2 Depot,J1099,TN01AN2138,Ashok Leyland,BS-4,MTC,No,Deluxe,06-05-2019,Active
Chromepet-2 Depot,J1310,TN01AN2581,Ashok Leyland,BS-4,MTC,No,Deluxe,24-06-2019,Active
Chromepet-2 Depot,J1395,TN01AN2846,Ashok Leyland,BS-4,MTC,No,Deluxe,11-07-2019,Active
Chromepet-2 Depot,J1135,TN01AN2095,Ashok Leyland,BS-4,MTC,No,Deluxe,22-04-2019,Active
Chromepet-1 Depot,J1087,TN01AN2206,Ashok Leyland,BS-4,MTC,No,Deluxe,02-05-2019,Active
Poonamallee Depot,K1167,TN01AN5676,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Kilambakkam Depot,K1173,TN01AN5717,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Poonamallee Depot,K1166,TN01AN5712,Ashok Leyland,BS-6,MTC,No,Ordinary,12-11-2025,Active
Vadapalani Depot,J1229,TN01AN2145,Ashok Leyland,BS-4,MTC,No,Ordinary,02-05-2019,Active
Vadapalani Depot,K1041,TN01AN5352,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Vadapalani Depot,K1039,TN01AN5448,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Vadapalani Depot,K0880,TN01AN5398,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Vadapalani Depot,K0247,TN01AN4779,Ashok Leyland,BS-6,MTC,No,Ordinary,07-09-2016,Active
Vadapalani Depot,K0246,TN01AN4771,Ashok Leyland,BS-6,MTC,No,Ordinary,22-03-2020,Active
Ambathur Depot,J0682,TN01AN1347,Tata,BS-4,MTC,No,Small Bus (Express),29-02-2016,Active
Central Depot,J2108,TN01AN3955,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Iyyappanthangal Depot,K0017,TN01AN4109,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Iyyappanthangal Depot,K0015,TN01AN4045,Ashok Leyland,BS-6,MTC,No,Ordinary,N/A,Active
Tambaram Depot,J2080,TN01AN3804,Ashok Leyland,BS-4,MTC,No,Deluxe,06-03-2020,Active
Tambaram Depot,J2078,TN01AN3850,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Tambaram Depot,J2077,TN01AN3886,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Tambaram Depot,J1345,TN01AN2731,Ashok Leyland,BS-4,MTC,No,Deluxe,27-06-2019,Active
Poonamallee Depot,J2106,TN01AN3985,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Poonamallee Depot,J2105,TN01AN3966,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Poonamallee Depot,J2104,TN01AN3979,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Poonamallee Depot,J1966,TN01AN3937,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Poonamallee Depot,J1875,TN01AN3700,Ashok Leyland,BS-4,MTC,No,Deluxe,04-03-2020,Active
Poonamallee Depot,J1873,TN01AN3715,Ashok Leyland,BS-4,MTC,No,Deluxe,04-03-2020,Active
Poonamallee Depot,J1872,TN01AN3638,Ashok Leyland,BS-4,MTC,No,Deluxe,04-03-2020,Active
Poonamallee Depot,J1862,TN01AN3645,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Poonamallee Depot,J1857,TN01AN3642,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Poonamallee Depot,J1809,TN01AN3631,Ashok Leyland,BS-4,MTC,No,Deluxe,02-03-2020,Active
Poonamallee Depot,K0649,TN01AN4824,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Poonamallee Depot,K0736,TN01AN5113,Ashok Leyland,BS-6,MTC,No,Ordinary,02-07-2019,Active
Poonamallee Depot,K0355,TN01AN4608,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Poonamallee Depot,K0640,TN01AN4744,Ashok Leyland,BS-6,MTC,No,Deluxe,02-07-2019,Active
Poonamallee Depot,K0727,TN01AN5063,Ashok Leyland,BS-6,MTC,No,Ordinary,02-07-2019,Active
Poonamallee Depot,K0811,TN01AN5263,Ashok Leyland,BS-6,MTC,No,Deluxe,04-07-2025,Active
Kilambakkam Depot,K1170,TN01AN5641,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K1175,TN01AN5727,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Poonamallee Depot,K1164,TN01AN5646,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K1171,TN01AN5730,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Kilambakkam Depot,K1169,TN01AN5689,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Poonamallee Depot,K1165,TN01AN5659,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Poonamallee Depot,K1168,TN01AN5688,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Vadapalani Depot,K1174,TN01AN5671,Ashok Leyland,BS-6,MTC,No,Deluxe,N/A,Active
Padiyanallur Depot,J2107,TN01AN3963,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Padiyanallur Depot,J2085,TN01AN4025,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Ennore Depot,J2081,TN01AN3754,Ashok Leyland,BS-4,MTC,No,Deluxe,08-03-2020,Active
Thiruvanmiyur Depot,J2008,TN01AN3835,Ashok Leyland,BS-4,MTC,No,Deluxe,22-03-2020,Active
Kalaignar Nagar Depot,J0401,TN01AN0886,Tata,BS-4,MTC,No,Ordinary,16-06-2014,Active
Kalaignar Nagar Depot,J0739,TN01AN1624,Tata,BS-4,MTC,No,Deluxe,07-09-2016,Active
Kalaignar Nagar Depot,J0599,TN01AN1496,Tata,BS-4,MTC,No,Deluxe,17-04-2016,Active
Kalaignar Nagar Depot,J0493,TN01AN1158,Tata,BS-4,MTC,No,Ordinary,09-10-2015,Active
Kalaignar Nagar Depot,J0485,TN01AN1161,Tata,BS-4,MTC,No,Ordinary,09-10-2015,Active
Kalaignar Nagar Depot,J0747,TN01AN1705,Tata,BS-4,MTC,No,Ordinary,20-09-2016,Active
Kalaignar Nagar Depot,J0588,TN01AN1467,Tata,BS-4,MTC,No,Deluxe,06-04-2016,Active
Kalaignar Nagar Depot,J0492,TN01AN1184,Tata,BS-4,MTC,No,Ordinary,09-10-2015,Active
Kalaignar Nagar Depot,J0406,TN01AN0833,Tata,BS-4,MTC,No,Ordinary,16-06-2014,Active
